1,Oscar Anderson,2015,4
1,Oscar Anderson,1008,5
1,Oscar Anderson,4635,2
1,Oscar Anderson,1999,3
1,Oscar Anderson,5400,1
1,Oscar Anderson,1547,3
1,Oscar Anderson,3229,4
1,Oscar Anderson,3807,3
1,Oscar Anderson,3094,1
1,Oscar Anderson,2699,3
1,Oscar Anderson,3190,3
1,Oscar Anderson,2054,3
1,Oscar Anderson,4419,3
2,Oscar Turner,4572,5
2,Oscar Turner,1632,5
2,Oscar Turner,2093,4
2,Oscar Turner,3206,4
2,Oscar Turner,4801,4
2,Oscar Turner,2353,5
2,Oscar Turner,3214,4
2,Oscar Turner,3891,3
2,Oscar Turner,3356,4
2,Oscar Turner,1089,3
2,Oscar Turner,3196,4
2,Oscar Turner,1210,5
2,Oscar Turner,209,3
2,Oscar Turner,4222,5
2,Oscar Turner,3987,5
2,Oscar Turner,1314,5
2,Oscar Turner,1687,4
2,Oscar Turner,3420,5
2,Oscar Turner,2772,5
2,Oscar Turner,1805,4
2,Oscar Turner,484,3
2,Oscar Turner,4655,3
2,Oscar Turner,3979,4
2,Oscar Turner,3885,5
2,Oscar Turner,695,5
2,Oscar Turner,2433,3
2,Oscar Turner,72,4
2,Oscar Turner,4206,4
2,Oscar Turner,4813,5
2,Oscar Turner,2766,4
2,Oscar Turner,118,4
2,Oscar Turner,1024,4
2,Oscar Turner,2244,3
2,Oscar Turner,715,3
2,Oscar Turner,2895,4
2,Oscar Turner,1962,4
2,Oscar Turner,4995,3
2,Oscar Turner,3056,4
2,Oscar Turner,2751,4
2,Oscar Turner,464,3
2,Oscar Turner,2714,5
2,Oscar Turner,4293,4
2,Oscar Turner,5309,3
2,Oscar Turner,4360,4
2,Oscar Turner,3660,4
2,Oscar Turner,1633,5
2,Oscar Turner,2259,5
2,Oscar Turner,3534,5
2,Oscar Turner,4352,5
2,Oscar Turner,3078,3
2,Oscar Turner,1779,3
2,Oscar Turner,1536,4
2,Oscar Turner,1036,5
2,Oscar Turner,4183,4
2,Oscar Turner,2556,5
2,Oscar Turner,4917,5
2,Oscar Turner,626,5
2,Oscar Turner,5200,4
2,Oscar Turner,4676,4
2,Oscar Turner,2419,4
2,Oscar Turner,3635,4
2,Oscar Turner,1295,5
2,Oscar Turner,2996,3
2,Oscar Turner,1188,4
2,Oscar Turner,2607,5
2,Oscar Turner,2159,3
2,Oscar Turner,2279,4
2,Oscar Turner,3079,4
2,Oscar Turner,3375,5
2,Oscar Turner,4382,3
2,Oscar Turner,1513,4
2,Oscar Turner,2826,4
2,Oscar Turner,297,3
2,Oscar Turner,2100,5
2,Oscar Turner,3306,5
2,Oscar Turner,4359,5
2,Oscar Turner,5269,4
2,Oscar Turner,2108,4
2,Oscar Turner,1809,4
2,Oscar Turner,2314,4
2,Oscar Turner,369,4
2,Oscar Turner,4927,5
2,Oscar Turner,2380,3
2,Oscar Turner,5434,5
2,Oscar Turner,3137,4
2,Oscar Turner,3880,5
2,Oscar Turner,744,5
2,Oscar Turner,5371,4
2,Oscar Turner,1306,5
2,Oscar Turner,4362,4
2,Oscar Turner,2119,4
2,Oscar Turner,5226,4
2,Oscar Turner,62,5
2,Oscar Turner,1009,3
2,Oscar Turner,1888,5
2,Oscar Turner,4268,3
2,Oscar Turner,3430,5
2,Oscar Turner,3827,4
2,Oscar Turner,4079,4
2,Oscar Turner,4987,3
2,Oscar Turner,3693,3
2,Oscar Turner,4509,4
2,Oscar Turner,4680,5
2,Oscar Turner,2412,5
2,Oscar Turner,4803,4
2,Oscar Turner,3721,5
2,Oscar Turner,3174,3
2,Oscar Turner,2104,4
2,Oscar Turner,650,4
2,Oscar Turner,2867,5
2,Oscar Turner,2624,5
2,Oscar Turner,2060,4
2,Oscar Turner,2858,3
2,Oscar Turner,1739,4
2,Oscar Turner,4776,5
2,Oscar Turner,3716,2
2,Oscar Turner,581,3
2,Oscar Turner,397,4
2,Oscar Turner,4814,3
2,Oscar Turner,158,3
2,Oscar Turner,3361,4
2,Oscar Turner,3855,2
2,Oscar Turner,1234,4
2,Oscar Turner,5204,4
2,Oscar Turner,5278,4
2,Oscar Turner,4012,2
2,Oscar Turner,5294,2
2,Oscar Turner,576,2
2,Oscar Turner,2746,3
2,Oscar Turner,106,1
2,Oscar Turner,5406,3
2,Oscar Turner,1015,3
2,Oscar Turner,998,2
2,Oscar Turner,2256,2
2,Oscar Turner,1201,3
2,Oscar Turner,795,2
2,Oscar Turner,1922,3
3,Tina Upton,4013,3
3,Tina Upton,3383,4
3,Tina Upton,1610,5
3,Tina Upton,1525,4
3,Tina Upton,974,4
3,Tina Upton,2517,4
3,Tina Upton,5148,4
3,Tina Upton,4265,4
3,Tina Upton,2688,5
3,Tina Upton,4988,4
3,Tina Upton,112,5
3,Tina Upton,2095,5
3,Tina Upton,395,4
3,Tina Upton,907,4
3,Tina Upton,978,5
3,Tina Upton,4487,5
3,Tina Upton,5059,5
3,Tina Upton,2722,5
3,Tina Upton,2372,5
3,Tina Upton,1982,4
3,Tina Upton,4851,4
3,Tina Upton,3726,4
3,Tina Upton,2112,5
3,Tina Upton,4795,4
3,Tina Upton,1527,4
3,Tina Upton,618,3
3,Tina Upton,4003,3
3,Tina Upton,8,4
3,Tina Upton,4614,4
3,Tina Upton,4335,4
3,Tina Upton,3083,3
3,Tina Upton,4751,3
3,Tina Upton,3245,5
3,Tina Upton,4263,5
3,Tina Upton,2181,3
3,Tina Upton,4074,4
3,Tina Upton,1555,5
3,Tina Upton,3724,5
3,Tina Upton,4010,4
3,Tina Upton,1530,4
3,Tina Upton,5060,4
3,Tina Upton,2188,4
3,Tina Upton,2815,4
3,Tina Upton,3033,3
3,Tina Upton,5106,5
3,Tina Upton,133,3
3,Tina Upton,5273,5
3,Tina Upton,3897,5
3,Tina Upton,2144,5
3,Tina Upton,4902,5
3,Tina Upton,2369,4
3,Tina Upton,4957,4
3,Tina Upton,1602,5
3,Tina Upton,4367,5
3,Tina Upton,4591,3
3,Tina Upton,157,4
3,Tina Upton,148,4
3,Tina Upton,290,3
3,Tina Upton,922,5
3,Tina Upton,2674,5
3,Tina Upton,828,5
3,Tina Upton,3229,5
3,Tina Upton,5004,3
3,Tina Upton,4928,3
3,Tina Upton,1063,5
3,Tina Upton,539,4
3,Tina Upton,517,3
3,Tina Upton,2589,5
3,Tina Upton,1947,4
3,Tina Upton,4574,5
3,Tina Upton,120,4
3,Tina Upton,4479,5
3,Tina Upton,4364,4
3,Tina Upton,4475,4
3,Tina Upton,711,5
3,Tina Upton,2540,4
3,Tina Upton,4656,4
3,Tina Upton,2566,4
3,Tina Upton,2153,5
3,Tina Upton,228,3
3,Tina Upton,384,4
3,Tina Upton,4906,3
3,Tina Upton,2281,5
3,Tina Upton,2032,5
3,Tina Upton,5147,4
3,Tina Upton,4277,4
3,Tina Upton,4456,4
3,Tina Upton,1288,4
3,Tina Upton,4740,3
3,Tina Upton,4832,5
3,Tina Upton,1047,3
3,Tina Upton,3346,5
3,Tina Upton,3149,5
3,Tina Upton,3507,4
3,Tina Upton,4138,5
3,Tina Upton,96,5
3,Tina Upton,3105,4
3,Tina Upton,771,4
3,Tina Upton,1917,5
3,Tina Upton,3741,5
3,Tina Upton,5466,5
3,Tina Upton,5217,3
3,Tina Upton,2103,3
3,Tina Upton,2970,4
3,Tina Upton,4548,5
3,Tina Upton,4042,5
3,Tina Upton,5293,5
3,Tina Upton,4810,5
3,Tina Upton,1627,3
3,Tina Upton,3444,3
3,Tina Upton,5290,5
3,Tina Upton,3492,5
3,Tina Upton,3542,4
3,Tina Upton,2361,4
3,Tina Upton,1195,5
3,Tina Upton,1435,5
3,Tina Upton,2457,3
3,Tina Upton,503,4
3,Tina Upton,1607,4
3,Tina Upton,1751,4
3,Tina Upton,5421,3
3,Tina Upton,3845,4
3,Tina Upton,1790,1
3,Tina Upton,124,2
3,Tina Upton,1953,2
3,Tina Upton,196,4
3,Tina Upton,3478,4
3,Tina Upton,601,3
3,Tina Upton,86,4
3,Tina Upton,1223,3
3,Tina Upton,3153,2
3,Tina Upton,4424,3
3,Tina Upton,2194,4
3,Tina Upton,173,3
3,Tina Upton,420,4
3,Tina Upton,3244,1
3,Tina Upton,3312,1
3,Tina Upton,3749,4
3,Tina Upton,240,3
3,Tina Upton,716,3
3,Tina Upton,2539,3
3,Tina Upton,1988,2
3,Tina Upton,1364,3
3,Tina Upton,1437,3
3,Tina Upton,1746,3
4,Alice Brown,4537,5
4,Alice Brown,1594,5
4,Alice Brown,3847,5
4,Alice Brown,5313,4
4,Alice Brown,171,4
4,Alice Brown,3999,3
4,Alice Brown,3923,5
4,Alice Brown,1378,3
4,Alice Brown,324,4
4,Alice Brown,3826,5
4,Alice Brown,3697,4
4,Alice Brown,159,5
4,Alice Brown,1887,4
4,Alice Brown,658,4
4,Alice Brown,4417,5
4,Alice Brown,3105,3
4,Alice Brown,3294,4
4,Alice Brown,2194,5
4,Alice Brown,32,5
4,Alice Brown,5135,4
4,Alice Brown,2307,3
4,Alice Brown,5042,3
4,Alice Brown,3629,4
4,Alice Brown,3212,5
4,Alice Brown,1815,4
4,Alice Brown,4790,5
4,Alice Brown,412,3
4,Alice Brown,1911,3
4,Alice Brown,3725,3
4,Alice Brown,2103,3
4,Alice Brown,4793,5
4,Alice Brown,41,4
4,Alice Brown,4263,4
4,Alice Brown,225,4
4,Alice Brown,1972,5
4,Alice Brown,4291,4
4,Alice Brown,1691,3
4,Alice Brown,3530,4
4,Alice Brown,5041,3
4,Alice Brown,1096,4
4,Alice Brown,170,5
4,Alice Brown,2006,3
4,Alice Brown,2254,3
4,Alice Brown,619,5
4,Alice Brown,4812,5
4,Alice Brown,3702,3
4,Alice Brown,2866,3
4,Alice Brown,4315,5
4,Alice Brown,977,4
4,Alice Brown,1719,4
4,Alice Brown,3364,5
4,Alice Brown,3941,3
4,Alice Brown,1177,5
4,Alice Brown,5277,4
4,Alice Brown,1397,5
4,Alice Brown,4871,5
4,Alice Brown,3245,3
4,Alice Brown,4142,4
4,Alice Brown,3256,3
4,Alice Brown,3952,5
4,Alice Brown,3262,5
4,Alice Brown,3213,3
4,Alice Brown,157,4
4,Alice Brown,1234,4
4,Alice Brown,2099,3
4,Alice Brown,4391,5
4,Alice Brown,2026,4
4,Alice Brown,1567,4
4,Alice Brown,2815,5
4,Alice Brown,1920,5
4,Alice Brown,4634,4
4,Alice Brown,316,4
4,Alice Brown,1535,3
4,Alice Brown,5170,5
4,Alice Brown,2853,5
4,Alice Brown,3521,5
4,Alice Brown,1947,4
4,Alice Brown,3315,4
4,Alice Brown,881,5
4,Alice Brown,2976,3
4,Alice Brown,3314,4
4,Alice Brown,4052,4
4,Alice Brown,526,4
4,Alice Brown,1833,5
4,Alice Brown,4566,4
4,Alice Brown,1178,3
4,Alice Brown,3866,5
4,Alice Brown,4471,3
4,Alice Brown,699,5
4,Alice Brown,2166,5
4,Alice Brown,944,4
4,Alice Brown,459,3
4,Alice Brown,4818,5
4,Alice Brown,4051,5
4,Alice Brown,4485,4
4,Alice Brown,4909,3
4,Alice Brown,1436,3
4,Alice Brown,4332,5
4,Alice Brown,784,3
4,Alice Brown,3392,5
4,Alice Brown,325,4
4,Alice Brown,2523,5
4,Alice Brown,2324,5
4,Alice Brown,4114,4
4,Alice Brown,2448,4
4,Alice Brown,1782,4
4,Alice Brown,3690,4
4,Alice Brown,1215,5
4,Alice Brown,4026,5
4,Alice Brown,3257,3
4,Alice Brown,2794,3
4,Alice Brown,818,5
4,Alice Brown,1917,4
4,Alice Brown,1777,3
4,Alice Brown,3642,3
4,Alice Brown,3637,3
4,Alice Brown,5450,4
4,Alice Brown,374,5
4,Alice Brown,2366,5
4,Alice Brown,1358,4
4,Alice Brown,4294,4
4,Alice Brown,2587,4
4,Alice Brown,1617,3
4,Alice Brown,3279,3
4,Alice Brown,3653,5
4,Alice Brown,4942,5
4,Alice Brown,2001,4
4,Alice Brown,3177,5
4,Alice Brown,1088,4
4,Alice Brown,2441,4
4,Alice Brown,2138,3
4,Alice Brown,1572,3
4,Alice Brown,3904,4
4,Alice Brown,82,4
4,Alice Brown,1610,4
4,Alice Brown,4494,3
4,Alice Brown,2168,5
4,Alice Brown,2095,3
4,Alice Brown,3225,5
4,Alice Brown,1949,4
4,Alice Brown,817,5
4,Alice Brown,1960,5
4,Alice Brown,1107,5
4,Alice Brown,3680,4
4,Alice Brown,4206,3
4,Alice Brown,5361,4
4,Alice Brown,1564,3
4,Alice Brown,3601,4
4,Alice Brown,4992,1
4,Alice Brown,4016,3
4,Alice Brown,1319,4
4,Alice Brown,2124,4
4,Alice Brown,2346,4
4,Alice Brown,488,1
4,Alice Brown,5342,4
4,Alice Brown,3698,3
4,Alice Brown,1866,3
4,Alice Brown,4365,4
4,Alice Brown,175,3
4,Alice Brown,3442,4
4,Alice Brown,2227,2
4,Alice Brown,1685,4
4,Alice Brown,3820,4
4,Alice Brown,3906,3
4,Alice Brown,563,1
4,Alice Brown,2888,3
4,Alice Brown,492,2
4,Alice Brown,4930,3
4,Alice Brown,95,4
4,Alice Brown,3883,3
4,Alice Brown,1957,4
4,Alice Brown,1492,3
4,Alice Brown,3990,2
4,Alice Brown,1076,2
4,Alice Brown,3768,4
4,Alice Brown,222,4
4,Alice Brown,5423,3
4,Alice Brown,368,4
4,Alice Brown,2533,3
4,Alice Brown,1,1
4,Alice Brown,291,4
4,Alice Brown,330,4
5,Julia Quinn,1799,4
5,Julia Quinn,18,3
5,Julia Quinn,4132,5
5,Julia Quinn,422,5
5,Julia Quinn,4411,4
5,Julia Quinn,5275,3
5,Julia Quinn,2258,4
5,Julia Quinn,1644,4
5,Julia Quinn,3254,4
5,Julia Quinn,4657,3
5,Julia Quinn,969,5
5,Julia Quinn,2754,5
5,Julia Quinn,4974,5
5,Julia Quinn,2227,4
5,Julia Quinn,5463,5
5,Julia Quinn,3184,5
5,Julia Quinn,1451,3
5,Julia Quinn,4331,4
5,Julia Quinn,3350,4
5,Julia Quinn,1272,5
5,Julia Quinn,5462,4
5,Julia Quinn,4665,5
5,Julia Quinn,2654,3
5,Julia Quinn,5426,5
5,Julia Quinn,1681,5
5,Julia Quinn,4481,3
5,Julia Quinn,3654,3
5,Julia Quinn,2015,4
5,Julia Quinn,3173,4
5,Julia Quinn,4520,5
5,Julia Quinn,2847,5
5,Julia Quinn,4260,4
5,Julia Quinn,239,5
5,Julia Quinn,791,5
5,Julia Quinn,486,4
5,Julia Quinn,5031,5
5,Julia Quinn,3038,4
5,Julia Quinn,3418,5
5,Julia Quinn,5482,5
5,Julia Quinn,3971,5
5,Julia Quinn,1625,5
5,Julia Quinn,4770,4
5,Julia Quinn,624,4
5,Julia Quinn,1065,5
5,Julia Quinn,67,5
5,Julia Quinn,1640,5
5,Julia Quinn,5010,4
5,Julia Quinn,4510,5
5,Julia Quinn,1918,3
5,Julia Quinn,3913,4
5,Julia Quinn,2582,3
5,Julia Quinn,4653,5
5,Julia Quinn,1465,4
5,Julia Quinn,5431,5
5,Julia Quinn,2424,5
5,Julia Quinn,2067,3
5,Julia Quinn,726,3
5,Julia Quinn,585,4
5,Julia Quinn,4089,2
5,Julia Quinn,1928,2
5,Julia Quinn,1848,3
5,Julia Quinn,5314,3
5,Julia Quinn,3964,4
5,Julia Quinn,2885,3
5,Julia Quinn,817,3
5,Julia Quinn,2017,2
5,Julia Quinn,4021,4
5,Julia Quinn,2686,1
5,Julia Quinn,4334,1
5,Julia Quinn,2469,3
5,Julia Quinn,2060,4
5,Julia Quinn,4785,4
5,Julia Quinn,798,4
5,Julia Quinn,1379,3
5,Julia Quinn,4851,4
5,Julia Quinn,2816,4
5,Julia Quinn,2588,3
5,Julia Quinn,4940,2
5,Julia Quinn,3404,3
5,Julia Quinn,887,2
5,Julia Quinn,4190,4
5,Julia Quinn,245,4
5,Julia Quinn,3809,4
5,Julia Quinn,4774,3
5,Julia Quinn,3901,3
5,Julia Quinn,2000,4
5,Julia Quinn,1084,4
5,Julia Quinn,1891,2
6,Bob Upton,4253,5
6,Bob Upton,2051,5
6,Bob Upton,1589,4
6,Bob Upton,4990,5
6,Bob Upton,4339,5
6,Bob Upton,2254,3
6,Bob Upton,357,3
6,Bob Upton,2189,4
6,Bob Upton,4997,3
6,Bob Upton,778,4
6,Bob Upton,3863,3
6,Bob Upton,4154,4
6,Bob Upton,704,5
6,Bob Upton,4876,4
6,Bob Upton,4685,5
6,Bob Upton,4431,3
6,Bob Upton,2807,3
6,Bob Upton,1005,5
6,Bob Upton,1242,3
6,Bob Upton,3935,5
6,Bob Upton,838,5
6,Bob Upton,1070,4
6,Bob Upton,2320,3
6,Bob Upton,3736,3
6,Bob Upton,3449,5
6,Bob Upton,5310,5
6,Bob Upton,4943,3
6,Bob Upton,531,5
6,Bob Upton,4421,5
6,Bob Upton,555,4
6,Bob Upton,2324,5
6,Bob Upton,4484,5
6,Bob Upton,2334,5
6,Bob Upton,3921,5
6,Bob Upton,1639,5
6,Bob Upton,4872,5
6,Bob Upton,2186,3
6,Bob Upton,303,5
6,Bob Upton,2029,3
6,Bob Upton,928,5
6,Bob Upton,2476,5
6,Bob Upton,1106,4
6,Bob Upton,544,5
6,Bob Upton,435,4
6,Bob Upton,336,4
6,Bob Upton,1482,5
6,Bob Upton,1820,5
6,Bob Upton,4067,5
6,Bob Upton,4493,4
6,Bob Upton,561,3
6,Bob Upton,815,4
6,Bob Upton,262,5
6,Bob Upton,69,5
6,Bob Upton,3203,5
6,Bob Upton,100,5
6,Bob Upton,5018,4
6,Bob Upton,4842,4
6,Bob Upton,5088,5
6,Bob Upton,4218,4
6,Bob Upton,4411,5
6,Bob Upton,3951,5
6,Bob Upton,2483,5
6,Bob Upton,4805,5
6,Bob Upton,3287,5
6,Bob Upton,1944,4
6,Bob Upton,5205,5
6,Bob Upton,3715,5
6,Bob Upton,822,4
6,Bob Upton,1910,4
6,Bob Upton,2750,5
6,Bob Upton,1465,4
6,Bob Upton,4973,4
6,Bob Upton,2842,5
6,Bob Upton,2888,5
6,Bob Upton,459,3
6,Bob Upton,3702,4
6,Bob Upton,4084,5
6,Bob Upton,4847,3
6,Bob Upton,117,4
6,Bob Upton,505,4
6,Bob Upton,625,5
6,Bob Upton,3383,2
6,Bob Upton,2523,2
6,Bob Upton,3260,2
6,Bob Upton,2749,3
6,Bob Upton,2314,2
6,Bob Upton,857,3
6,Bob Upton,5140,4
6,Bob Upton,2101,2
6,Bob Upton,4549,1
6,Bob Upton,1344,2
6,Bob Upton,4862,4
6,Bob Upton,1376,3
7,Alice Turner,126,5
7,Alice Turner,3866,3
7,Alice Turner,2941,5
7,Alice Turner,3431,4
7,Alice Turner,1096,4
7,Alice Turner,329,3
7,Alice Turner,3975,5
7,Alice Turner,3332,4
7,Alice Turner,77,4
7,Alice Turner,3650,5
7,Alice Turner,4587,4
7,Alice Turner,1196,5
7,Alice Turner,4951,5
7,Alice Turner,4213,4
7,Alice Turner,1017,4
7,Alice Turner,2371,4
7,Alice Turner,1612,4
7,Alice Turner,3645,3
7,Alice Turner,1240,4
7,Alice Turner,357,3
7,Alice Turner,3366,4
7,Alice Turner,2220,5
7,Alice Turner,1508,5
7,Alice Turner,1275,3
7,Alice Turner,3471,5
7,Alice Turner,6,4
7,Alice Turner,1283,5
7,Alice Turner,3453,4
7,Alice Turner,843,4
7,Alice Turner,2338,5
7,Alice Turner,2543,4
7,Alice Turner,591,5
7,Alice Turner,4235,5
7,Alice Turner,3177,4
7,Alice Turner,2897,5
7,Alice Turner,1178,5
7,Alice Turner,4961,3
7,Alice Turner,801,5
7,Alice Turner,5279,3
7,Alice Turner,2508,5
7,Alice Turner,53,4
7,Alice Turner,425,3
7,Alice Turner,2726,5
7,Alice Turner,1692,4
7,Alice Turner,5281,5
7,Alice Turner,5087,4
7,Alice Turner,1105,3
7,Alice Turner,5198,3
7,Alice Turner,959,4
7,Alice Turner,1698,4
7,Alice Turner,485,5
7,Alice Turner,678,4
7,Alice Turner,5473,5
7,Alice Turner,512,4
7,Alice Turner,1913,5
7,Alice Turner,2962,4
7,Alice Turner,2033,4
7,Alice Turner,1822,5
7,Alice Turner,449,4
7,Alice Turner,650,4
7,Alice Turner,3031,2
7,Alice Turner,498,1
7,Alice Turner,2511,4
7,Alice Turner,860,3
7,Alice Turner,132,2
7,Alice Turner,1993,4
7,Alice Turner,1147,2
7,Alice Turner,43,1
7,Alice Turner,1693,2
7,Alice Turner,2466,3
7,Alice Turner,4420,4
7,Alice Turner,1415,4
7,Alice Turner,2057,2
7,Alice Turner,2423,2
8,Laura Brown,464,4
8,Laura Brown,4795,3
8,Laura Brown,4821,4
8,Laura Brown,3310,5
8,Laura Brown,643,3
8,Laura Brown,2889,5
8,Laura Brown,5273,3
8,Laura Brown,1649,4
8,Laura Brown,2461,3
8,Laura Brown,297,5
8,Laura Brown,4196,4
8,Laura Brown,3583,5
8,Laura Brown,901,3
8,Laura Brown,1662,5
8,Laura Brown,3163,4
8,Laura Brown,5393,5
8,Laura Brown,1250,5
8,Laura Brown,4129,4
8,Laura Brown,827,3
8,Laura Brown,5145,3
8,Laura Brown,4612,4
8,Laura Brown,1630,5
8,Laura Brown,2744,5
8,Laura Brown,2967,5
8,Laura Brown,980,4
8,Laura Brown,3044,4
8,Laura Brown,3824,4
8,Laura Brown,4446,5
8,Laura Brown,3885,4
8,Laura Brown,1006,4
8,Laura Brown,2885,5
8,Laura Brown,931,5
8,Laura Brown,3928,5
8,Laura Brown,1728,4
8,Laura Brown,2558,5
8,Laura Brown,1307,4
8,Laura Brown,2676,4
8,Laura Brown,633,4
8,Laura Brown,1659,5
8,Laura Brown,2982,5
8,Laura Brown,3875,5
8,Laura Brown,5210,4
8,Laura Brown,3139,5
8,Laura Brown,1530,4
8,Laura Brown,985,4
8,Laura Brown,2933,5
8,Laura Brown,2336,3
8,Laura Brown,3383,5
8,Laura Brown,944,4
8,Laura Brown,4830,4
8,Laura Brown,301,3
8,Laura Brown,2177,4
8,Laura Brown,1270,5
8,Laura Brown,3833,4
8,Laura Brown,4059,5
8,Laura Brown,5097,4
8,Laura Brown,2180,5
8,Laura Brown,2717,4
8,Laura Brown,3010,3
8,Laura Brown,3068,4
8,Laura Brown,4544,4
8,Laura Brown,1427,4
8,Laura Brown,594,4
8,Laura Brown,4165,3
8,Laura Brown,473,4
8,Laura Brown,2481,4
8,Laura Brown,1627,4
8,Laura Brown,4208,4
8,Laura Brown,1262,3
8,Laura Brown,3493,4
8,Laura Brown,1824,4
8,Laura Brown,354,3
8,Laura Brown,2450,5
8,Laura Brown,514,5
8,Laura Brown,492,4
8,Laura Brown,1124,5
8,Laura Brown,5147,3
8,Laura Brown,3257,5
8,Laura Brown,4393,4
8,Laura Brown,978,4
8,Laura Brown,532,3
8,Laura Brown,4465,4
8,Laura Brown,4537,5
8,Laura Brown,3680,4
8,Laura Brown,4705,4
8,Laura Brown,4495,3
8,Laura Brown,4065,4
8,Laura Brown,2942,5
8,Laura Brown,3826,3
8,Laura Brown,4141,5
8,Laura Brown,3564,3
8,Laura Brown,2815,4
8,Laura Brown,3891,4
8,Laura Brown,4444,3
8,Laura Brown,1188,4
8,Laura Brown,3522,5
8,Laura Brown,3858,4
8,Laura Brown,440,4
8,Laura Brown,2361,4
8,Laura Brown,184,5
8,Laura Brown,5103,4
8,Laura Brown,1206,4
8,Laura Brown,1401,3
8,Laura Brown,3690,5
8,Laura Brown,1559,5
8,Laura Brown,3473,4
8,Laura Brown,468,4
8,Laura Brown,946,5
8,Laura Brown,1478,4
8,Laura Brown,2729,4
8,Laura Brown,3999,3
8,Laura Brown,4002,5
8,Laura Brown,1068,4
8,Laura Brown,3222,5
8,Laura Brown,3661,5
8,Laura Brown,4021,4
8,Laura Brown,1972,5
8,Laura Brown,5192,5
8,Laura Brown,3524,5
8,Laura Brown,182,5
8,Laura Brown,4968,3
8,Laura Brown,2477,4
8,Laura Brown,2976,4
